ten_voucher,ten_dn,dia_chi_chi_nhanh
Voucher Cheese Stick tại Lotteria,Lotteria,"117B Đại lộ Hùng Vương, Trần Hưng Đạo, Quảng Ngãi"
Voucher Cheese Stick tại Lotteria,Lotteria,"01 Phan Bội Châu, P. Hội Thương, Pleiku, Gia Lai"
Voucher Cheese Stick tại Lotteria,Lotteria,"02 - 2A Nguyễn Thái Học, Quy Nhơn, Bình Định"
Voucher Cheese Stick tại Lotteria,Lotteria,"KĐT xanh Vũng Chua, P. Ghềnh Ráng, Quy Nhơn, Bình Định"
Voucher Cheese Stick tại Lotteria,Lotteria,"178 Y Jut, Thắng Lợi, Buôn Ma Thuột, Đắk Lắk"
Voucher Cheese Stick tại Lotteria,Lotteria,"73 Thống Nhất, Nha Trang, Khánh Hòa"
Voucher Cheese Stick tại Lotteria,Lotteria,"CTXD số SB.D-70, Dự án Công viên văn hóa Vinwonders Nha Trang, Đảo Hòn Tre, P. Vĩnh Nguyên, Nha Trang, Khánh Hòa"
Voucher Cheese Stick tại Lotteria,Lotteria,"Lô 04, đường 19/5, KĐT Vĩnh Điềm Trung, xã Vĩnh Hiệp, Nha Trang, Khánh Hòa"
Voucher Cheese Stick tại Lotteria,Lotteria,"2038 Hùng Vương, P. Cam Lộc, Cam Ranh, Khánh Hòa"
Voucher Cheese Stick tại Lotteria,Lotteria,"2+2/1 Nguyễn Đình Chiểu, P. Vĩnh Phước, Nha Trang, Khánh Hòa"
Voucher Cheese Stick tại Lotteria,Lotteria,"133 Bà Triệu, P. Thắng Lợi, Kon Tum, Kon Tum"
Voucher Cheese Stick tại Lotteria,Lotteria,"285 Bùi Thị Xuân, P. 8, Đà Lạt, Lâm Đồng"
Voucher Cheese Stick tại Lotteria,Lotteria,"Tầng trệt, Tháp nước, Trần Phú, P. 2, Bảo Lộc, Lâm Đồng"
Voucher Cheese Stick tại Lotteria,Lotteria,"01 Nguyễn Thị Minh Khai, P. 01, Đà Lạt, Lâm Đồng"
Voucher Cheese Stick tại Lotteria,Lotteria,"Quảng Trường Lâm Viên, góc đường Hồ Tùng Mậu - Trần Quốc Thảo, P. 10, Đà Lạt, Lâm Đồng"
Voucher Cheese Stick tại Lotteria,Lotteria,"62 Thủ Khoa Huân, KP. 1, P. Bình Hưng, Phan Thiết, Bình Thuận"
Voucher Cheese Stick tại Lotteria,Lotteria,"KDC Hùng Vương 1, P. Phú Thủy, Phan Thiết, Bình Thuận"
Voucher Cheese Stick tại Lotteria,Lotteria,"1A Nguyễn Tất Thành, P. Bình Hưng, Phan Thiết, Bình Thuận"
Voucher Cheese Stick tại Lotteria,Lotteria,"Quốc Lộ 51, KP 1, P. Long Bình Tân, Biên Hòa, Đồng Nai"
Voucher Cheese Stick tại Lotteria,Lotteria,"Siêu Thị Hoàng Đức Gia Kiệm - 166 ấp Bạch Lâm 1, xã Gia Tân 2, Huyện Thống Nhất, Đồng Nai"
Voucher Cheese Stick tại Lotteria,Lotteria,"03 Phan Chu Trinh, P. Quang Vinh, Biên Hòa, Đồng Nai"
Voucher Cheese Stick tại Lotteria,Lotteria,"F230-F231 Võ Thị Sáu, Phường Thống Nhất, Biên Hòa, Đồng Nai"
Voucher Cheese Stick tại Lotteria,Lotteria,"Lô B-03, KTM Amata, Quốc lộ 1A, P. Long Bình, Biên Hòa, Đồng Nai"
Voucher Cheese Stick tại Lotteria,Lotteria,"198 Hùng Vương, P. Xuân Bình, Thị xã Long Khánh, Đồng Nai"
Voucher Cheese Stick tại Lotteria,Lotteria,"TTTM Chợ Thanh Hà, Trần Phú, P. Phủ Hòa, Phan Rang - Tháp Chàm, Ninh Thuận"
Voucher Cheese Stick tại Lotteria,Lotteria,"555B đại lộ Bình Dương, P. Hiệp Bình, Thị xã Thủ Dầu Một, Bình Dương"
Voucher Cheese Stick tại Lotteria,Lotteria,"TTTM Green Square, P. Đông Hòa, Thị xã Dĩ An, Bình Dương"
Voucher Cheese Stick tại Lotteria,Lotteria,"231 Yersin, P. Hiệp Thành, Thị xã Thủ Dầu Một, Bình Dương"
Voucher Cheese Stick tại Lotteria,Lotteria,"KĐT The Seasons Bình Dương, P. Lái Thiêu, Thị xã Thuận An, Bình Dương"
Voucher Cheese Stick tại Lotteria,Lotteria,"368 đường 30/4 P. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương"
Voucher Cheese Stick tại Lotteria,Lotteria,"01 Trần Hưng Đạo, P. Phú Cường, Thị xã Thủ Dầu Một, Bình Dương"
Voucher Cheese Stick tại Lotteria,Lotteria,"TTMS Aeon - Bình Dương Canary, 1 Đại Lộ Bình Dương, KP. Bình Giao, P. Thuận Giao, Thị xã Thuận An, Bình Dương"
Voucher Cheese Stick tại Lotteria,Lotteria,"576 Cách Mạng Tháng Tám, Phường 3, Tây Ninh"
Voucher Cheese Stick tại Lotteria,Lotteria,"Tầng trệt, KP. Lộc An, Thị trấn Trảng Bàng, Huyện Trảng Bàng, Tây Ninh"
Voucher Cheese Stick tại Lotteria,Lotteria,"09 Hạ Long, P. 2, Vũng Tàu, Bà Rịa - Vũng Tàu"
Voucher Cheese Stick tại Lotteria,Lotteria,"227 Nam Kỳ Khởi Nghĩa - 378 Lê Hồng Phong, P. 03, Vũng Tàu, Bà Rịa - Vũng Tàu"
Voucher Cheese Stick tại Lotteria,Lotteria,"Tầng 1, Góc đường 3/2 - Thi Sách, P. 8, Vũng Tàu, Bà Rịa - Vũng Tàu"
Voucher Cheese Stick tại Lotteria,Lotteria,"Shop GF-01, Ấp Thanh Ba, Xã Mỹ Lộc, Thị trấn Cần Giuộc, Huyện Cần Giuộc, Long An"
Voucher Cheese Stick tại Lotteria,Lotteria,"15 Trương Định - 11 Phan Đình Phùng, KP. 01, P. 1, Thị xã Gò Công, Tiền Giang"
Voucher Cheese Stick tại Lotteria,Lotteria,"545 Lê Văn Phẩm, P. 5, Mỹ Tho, Tiền Giang"
Voucher Cheese Stick tại Lotteria,Lotteria,"34 Ngô Quyền, P. 1, Mỹ Tho, Tiền Giang"
Voucher Cheese Stick tại Lotteria,Lotteria,"Go Mart Trà Vinh, Đường Võ Nguyên Giáp, P. 7, Trà Vinh"
Voucher Cheese Stick tại Lotteria,Lotteria,"Tầng trệt, Nguyễn Sinh Sắc, khóm 2, P. 2, Sa Đéc, Đồng Tháp"
Voucher Cheese Stick tại Lotteria,Lotteria,"65 Nguyễn Huệ, P. 01, Cao Lãnh, Đồng Tháp"
Voucher Cheese Stick tại Lotteria,Lotteria,"01 Ngô Thời Nhậm, P. 1, Cao Lãnh, Đồng Tháp"
Voucher Cheese Stick tại Lotteria,Lotteria,"92 Nguyễn Trãi, P. Mỹ Long, Long Xuyên, An Giang"
Voucher Cheese Stick tại Lotteria,Lotteria,"29 Trần Hưng Đạo, P. 5, Cà Mau, Cà Mau"
Voucher Shake Chicken tại Lotteria,Lotteria,"Toà nhà Mandarin Garden 2, Số 493 Tân Mai, P. Tân Mai, Quận Hoàng Mai, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Phạm Văn Đồng, P. Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"201 Khâm Thiên, Quận Đống Đa, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"154 Bà Triệu, Nguyễn Du, Quận Hai Bà Trưng, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"152 Thái Thịnh, Láng Hạ, Quận Đống Đa, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Ngã 3 Đào Duy Anh - Kim Liên - Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1 tòa nhà Housing, 299 Trung Kính, Trung Hòa, Quận Cầu Giấy, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1C2 Nguyễn Cơ Thạch, KĐT Mỹ Đình, Quận Từ Liêm, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM EBEST xã Minh Khai, Quận Từ Liêm, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1, Aeon Mall Long Biên, Cổ Linh, Quận Long Biên, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"66 Lò Đúc, P. Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 4 , Ô số 430+431, Lotte Mall, Ngõ 683 Lạc Long Quân, P. Phú Thượng, Quận Tây Hồ, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"203 Nguyễn Thị Minh Khai, P. Minh Khai, Quận Hai Bà Trưng, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1 Mễ Trì, P. Mễ Trì, Quận Từ Liêm, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Savico Nguyễn Văn Linh, Quận Long Biên, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"391 Hoàng Quốc Việt, P. Nghĩa Tân, Quận Cầu giấy, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"138 Lê Thanh Nghị, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"7-9 Đinh Tiên Hoàng, P. Hàng Bạc, Quận Hoàn Kiếm, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"01 Núi Trúc, P.Kim Mã, Quận Ba Đình, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"298 Cầu Giấy, P. Quan Hoa, Quận Cầu Giấy, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Ngã 3 Yên Xá, Tân Triều, Quận Hà Đông, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"103DN11 Nguyễn Khánh Toàn, P. Quan Hoa, Quận Cầu Giấy, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"54 Liễu Giai, P. Cống Vị, Quận Ba Đình, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"445a Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1 Citimart Hà Đông, CT 7A-CT7B KĐTM Văn Quán, P. Phúc La, Quận Hà Đông, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"63 Huỳnh Thúc Kháng, P. Láng Hạ, Quận Đống Đa, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"SH20.21 Tòa S1.05 Vinhomes Ocean Park, xã Đa Tốn, Huyện Gia Lâm, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"2A Trần Vũ, P. Quán Thánh, Quận Ba Đình, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Km 10 Nguyễn Trãi, P. Mỗ Lao, Quận Hà Đông, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Lô D5, KĐTM Cầu Giấy, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"437 Bạch Mai, P. Trương Định, Quận Hai Bà Trưng, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Aeon Mall, P. Dương Nội, Quận Hà Đông, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"34 Hoàng Cầu, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"23 Hàng Thanh, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1 Tòa A8, An Bình City, 232 Phạm Văn Đồng, Quận Bắc Từ Liêm, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"210-212 Nguyễn Văn Cừ, P. Ngọc Lâm, Quận Long Biên, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tòa Horizon city, 87 Lĩnh Nam, P. Mai Động, Quận Hoàng Mai, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 2 Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng hầm B1 Times City, 458 Minh Khai, P. Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"112 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1 CT 4A.B KĐT Xa La, xã Phúc La, Quận Hà Đông, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Mê Linh, Tô Hiệu, Quận Hà Đông, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"64 BT X2, khu đô thị Bắc Linh Đàm, Quận Hoàng Mai, Hà Nội"
Voucher Shake Chicken tại Lotteria,Lotteria,"11 Sư Phạn Vạn Hạnh, P. 12, Quận 10, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"33 Nguyễn Văn Nghi, P. 4, Quận Gò Vấp, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"158 - 160 Lê Bình, P. 4, Quận Tân Bình, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"111 Dương Bá Trạc, P. 1, Quận 8, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Mua Sắm Aeon - Tân Phú Celadon, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"66 Mạc Cửu-67 Vạn Kiếp, P. 13, Quận 5, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1, 18 Phan Văn Trị, P. 10, Quận Gò Vấp, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"211 - 213 Bình Phú, P. 11, Quận 6, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"445 Bạch Đằng, P. 12, Quận Bình Thạnh, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Khu B, KĐT mới An Phú - An Khánh, P. An Phú, Quận 2, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"572A Ba Tháng Hai, P. 14, Quận 10, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"95A Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 5, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"S6.0301.S04 & S6.0301.S03 Origami Vinhomes Grand Park, Quận 9, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"292 Đinh Bộ Lĩnh, P. 26, Quận Bình Thạnh, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"357 Quốc lộ 22, ấp Thượng, xã Tân Thông Hội, Huyện Củ Chi, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"P5 _SH.02 Tòa Park 5 Vinhomes Central, 20A Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Coopmart Tuy Lý Vương, 40 - 54 Tuy Lý Vương, P. 13, Quận 8, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"801 Hồng Bàng, P. 9, Quận 6, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"573 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"11-11 Bis Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"303 Trần Hưng Đạo, P. Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Số 2 Song Hành (gần Cầu Đen), P. An Phú, Quận 2, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"70 - 72 Bàu Cát, P. 14, Quận Tân Bình, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"02 Ngô Gia Tự - 145 Lý Thái Tổ, P. 9, Quận 10, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"1397 Nguyễn Văn Linh, KP Mỹ Khánh 2-H4-2, P. Tân Phong, Quận 7, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"380 Thoại Ngọc Hầu, P. Phú Thạnh, Quận Tân Phú, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"159/6 - 160/1 ấp Trung Chánh, xã Tân Xuân, Huyện Hóc Môn, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"68 Lê Văn Việt, Tổ 11, KP. 2, P. Hiệp Phú, Quận 9, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"102 Lê Quốc Hưng, P. 12, Quận 4, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"1271 Tỉnh lộ 10, KP. 9, P. Tân Tạo, Quận Bình Tân, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"52 Hậu Giang, P. 06, Quận 6, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"220/151/3B - 222 Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"309 - 311 Vành Đai Trong, P. Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"250B Lý Chính Thắng, P. 9, Quận 3, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Pico Plaza, 20 Cộng Hòa, P. 12, Quận Tân Bình, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"10 Võ Văn Ngân, P. Trường Thọ, Quận Thủ Đức, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"01 Nguyễn Thông, P. 9, Quận 3, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"175 H òa Bình, P. Hiệp Tân, Quận Tân Phú, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Big C City Land, Lô A, KDC City Land, Số 99 Nguyễn Thị Thập, Quận 7, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"968 Ba Tháng Hai, P. 15, Quận 11, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"09 Quang Trung, P. 11, Quận Gò Vấp, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"251 Phan Xích Long, KDC Rạch Miễu P. 7, Quận Phú Nhuận, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"72 Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"283 Võ Văn Ngân, P. Linh Chiểu, Quận Thủ Đức, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"187 Xuân Hồng, Phường 12, Quận Tân Bình, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"346B Lê Quang Định, P. 11, Quận Bình Thạnh, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"175 (số cũ 19/35) Độc Lập, P. Tân Quý, Quận Tân Phú, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"114 Trần Hưng Đạo, P. 7, Quận 5, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"307A (số cũ 155A) Tô Hiến Thành, P. 13, Quận 10, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"604 - 606 Điện Biên Phủ, P. 22, Quận Bình Thạnh, Hồ Chí Minh"
Voucher Shake Chicken tại Lotteria,Lotteria,"120 Nguyễn Thị Minh Khai, P. Hải Châu 1, Quận Hải Châu, Đà Nẵng"
Voucher Shake Chicken tại Lotteria,Lotteria,"568 Trưng Nữ Vương, P. Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Voucher Shake Chicken tại Lotteria,Lotteria,"92A Phan Chu Trinh, Quận Hải Châu, Đà Nẵng"
Voucher Shake Chicken tại Lotteria,Lotteria,"Trần Nhân Tông, Bình Than, Quận Sơn Trà, Đà Nẵng"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM khu Quy hoạch Bà Triệu - Hùng Vương, P. Phú Hội, Thừa Thiên Huế, Thành Phố Huế, Thừa Thiên Huế"
Voucher Shake Chicken tại Lotteria,Lotteria,"06 Trần Hưng Đạo, P. Phú Hòa, Thừa Thiên Huế, Thành Phố Huế, Thừa Thiên Huế"
Voucher Shake Chicken tại Lotteria,Lotteria,"T308, Tầng 3 Trung tâm thương mại Aeon Mall Huế, Số 8 đường Võ Nguyên Giáp, Phường An Đông, Huế, Thừa Thiên Huế"
Voucher Shake Chicken tại Lotteria,Lotteria,"317 Trần Thành Ngọ, Quận Kiến An, Hải Phòng"
Voucher Shake Chicken tại Lotteria,Lotteria,"Lô 1/20 KĐT ngã 5, Sân bay Cát Bi, Quận Ngô Quyền, Hải Phòng"
Voucher Shake Chicken tại Lotteria,Lotteria,"207C Lạch Tray, Quận Ngô Quyền, Hải Phòng"
Voucher Shake Chicken tại Lotteria,Lotteria,"Số 2 Phạm Minh Đức, Phường Máy Tơ, Quận Ngô Quyền, Hải Phòng"
Voucher Shake Chicken tại Lotteria,Lotteria,"88 Trần Phú, Quận Ngô Quyền, Hải Phòng"
Voucher Shake Chicken tại Lotteria,Lotteria,"118 - 120 Trần Nguyên Hãn, Quận Lê Trân, Hải Phòng"
Voucher Shake Chicken tại Lotteria,Lotteria,"Lô 1F11, Lottemart, số 84 Mậu Thân, Phường An Hòa, Quận Ninh Kiều, Cần Thơ"
Voucher Shake Chicken tại Lotteria,Lotteria,"Lô 01, KDC Hưng Phú 1, P. Hưng Phú, Quận Cái Răng, Cần Thơ"
Voucher Shake Chicken tại Lotteria,Lotteria,"170 Nguyễn Văn Cừ, P. An Khánh, Quận Ninh Kiều, Cần Thơ"
Voucher Shake Chicken tại Lotteria,Lotteria,"Soiva Plaza Me Linh, Quận Khai Hoang, Vĩnh Yên, Vĩnh Phúc"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Vincom Plaza, Đường Cù Chính Lan, Đồng Tiến, Hoà Bình"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 3, Vincom Bắc Kan, Số 8A Đức Xuân, Bắc Kạn"
Voucher Shake Chicken tại Lotteria,Lotteria,"Ngã 6, Plot 26, Khu 13, P. Kim Tân, Lào Cai, Lào Cai"
Voucher Shake Chicken tại Lotteria,Lotteria,"Đường Cầu Kì Lừa, P. Chi Lăng, Lạng Sơn, Lạng Sơn"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1 TTTM Big C Bắc Giang, ngã 4 Hùng Vương kéo dài, xã Tân Tiến, Bắc Giang, Bắc Giang"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Big C Việt Trì, Nguyễn Tất Thành, P. Thanh Miếu, Việt Trì, Phú Thọ"
Voucher Shake Chicken tại Lotteria,Lotteria,"Lầu 3, Vincom Sơn La, Trường Chinh, P. Quyết Thắng, Sơn La, Sơn La"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Thiên Trường, Quận Lộc Hòa, Nam Định"
Voucher Shake Chicken tại Lotteria,Lotteria,"02 Hồng Quang, P. Quang Trung, Hải Dương"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Vincom Hạ Long, P. Bạch Đằng, Hạ Long, Quảng Ninh"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Big C, Cột 5, P. Hồng Hải, Hạ Long, Quảng Ninh"
Voucher Shake Chicken tại Lotteria,Lotteria,"160 Lê Thánh Tôn, Hạ Long, Quảng Ninh"
Voucher Shake Chicken tại Lotteria,Lotteria,"02 Trần Khánh Dư, P. Cẩm Đông, Cẩm Phả, Quảng Ninh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Số 342-346 Trần Hưng Đạo, P. Cửa Bắc, Thành phố Nam Định, Nam Định"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Big C Ninh Bình, Trần Nhân Tông, Xã Ninh Phúc, Ninh Bình"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 1 Big C Thanh Hóa, Xã Đông Hải, Thanh Hóa"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Vincom Plaza Thanh Hóa, Phường Trần Phú, Thanh Hóa"
Voucher Shake Chicken tại Lotteria,Lotteria,"TTTM Big C Vinh, 02 Quang Trung, Vinh, Nghệ An"
Voucher Shake Chicken tại Lotteria,Lotteria,"87A Nguyễn Văn Cừ, Khối 2, Phường Trường Thi, Vinh, Nghệ An"
Voucher Shake Chicken tại Lotteria,Lotteria,"Tầng 3-16, Lotte Mart Vinh, 295 đường V.I Lê Ninh, P. Hà Huy Tập, Vinh, Nghệ An"
Voucher Shake Chicken tại Lotteria,Lotteria,"74 Trần Phú, P. Bắc Hà, Hà Tĩnh"
Voucher Shake Chicken tại Lotteria,Lotteria,"Số 1 Hùng Vương, Phường Cẩm Phô, Hội An, Quảng Nam"
Voucher Shake Chicken tại Lotteria,Lotteria,"117B Đại lộ Hùng Vương, Trần Hưng Đạo, Quảng Ngãi"
Voucher Shake Chicken tại Lotteria,Lotteria,"Cổng Nam TTTM Go! Đường Lý Thường Kiệt, Nghĩa Chánh, Quảng Ngãi"
